CustomerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,TechSupport,SeniorCitizen,Churn
ID_301,45,84.3426120005446,5333.512391618988,Two year,No,Credit card,Yes,0,No
ID_302,2,90.12932151707705,2970.9430063061473,Two year,No,Bank transfer,No,1,No
ID_303,8,80.45289163569058,4360.752513956739,Month-to-month,DSL,Credit card,Yes,0,No
ID_304,11,31.965214113783308,3283.842792893596,One year,No,Electronic check,Yes,0,No
ID_305,64,49.21497811209744,2793.562220184066,Two year,No,Mailed check,Yes,1,Yes
ID_306,33,24.3087376624252,3695.814871907295,One year,Fiber optic,Mailed check,Yes,0,No
ID_307,55,64.20734084413147,4733.969470197753,Two year,DSL,Bank transfer,Yes,1,No
ID_308,9,109.16971215871818,6988.219524739789,One year,No,Mailed check,No,0,No
ID_309,68,72.34842610693696,5664.257264529036,Two year,DSL,Electronic check,Yes,0,No
ID_310,60,94.60818374439846,7520.681675356356,Month-to-month,Fiber optic,Credit card,No,1,Yes
ID_311,44,22.478509546730802,2366.9014786399775,Month-to-month,No,Bank transfer,Yes,0,No
ID_312,45,107.94758632032512,4098.7955207999,One year,DSL,Mailed check,Yes,1,No
ID_313,2,116.44730762307017,1944.68251214613,Month-to-month,No,Electronic check,Yes,0,No
ID_314,13,117.91193202280677,5065.1648794614775,Two year,Fiber optic,Bank transfer,Yes,0,Yes
ID_315,11,77.48261774732792,411.81506189311057,One year,No,Electronic check,Yes,1,Yes
ID_316,56,104.51007181709036,1629.0623112116257,Two year,Fiber optic,Credit card,No,0,Yes
ID_317,52,56.4834978996074,3472.3813205628203,Month-to-month,DSL,Bank transfer,Yes,1,No
ID_318,65,87.33065358178195,5588.483171021501,One year,DSL,Mailed check,Yes,0,No
ID_319,20,32.47543470487974,930.6560435755028,Month-to-month,DSL,Mailed check,Yes,1,Yes
ID_320,67,70.73903701594658,2283.8065801308708,Month-to-month,Fiber optic,Mailed check,Yes,0,No
ID_321,15,105.34644499153585,7392.112649396367,Month-to-month,No,Credit card,No,1,No
ID_322,44,119.38390398286207,4165.345460398601,Month-to-month,Fiber optic,Bank transfer,Yes,0,No
ID_323,23,22.04101178321199,5905.602296810256,Month-to-month,Fiber optic,Bank transfer,Yes,0,Yes
ID_324,19,47.764278106200905,6314.7211451994035,One year,No,Credit card,Yes,0,No
ID_325,54,48.96469958282877,727.1075282928846,One year,DSL,Bank transfer,Yes,1,No
ID_326,42,118.32365214707288,1716.0123067085494,One year,Fiber optic,Bank transfer,No,1,No
ID_327,8,20.81524279398727,7057.5174451119765,Two year,DSL,Mailed check,No,0,No
ID_328,68,31.12872360044641,1676.7695206685905,Two year,Fiber optic,Credit card,Yes,0,No
ID_329,23,79.08593824617861,7111.0911850845905,One year,No,Bank transfer,Yes,0,No
ID_330,40,68.14766462533139,6674.3401832794,One year,No,Bank transfer,Yes,1,No
ID_331,35,96.6744517004971,4110.391709786469,Month-to-month,Fiber optic,Electronic check,No,0,No
ID_332,29,56.64071868681342,7248.427494830866,Two year,Fiber optic,Credit card,No,1,No
ID_333,8,22.46423244588866,185.68240160696146,One year,DSL,Bank transfer,Yes,0,No
ID_334,59,115.6781909775827,5403.670435264621,Two year,Fiber optic,Mailed check,Yes,0,Yes
ID_335,47,39.425491363416036,1342.74645027889,Two year,Fiber optic,Credit card,Yes,0,No
ID_336,9,62.33594971725543,5832.486109150534,One year,No,Bank transfer,Yes,0,No
ID_337,20,67.57718906098943,1131.5841330289725,Two year,Fiber optic,Bank transfer,Yes,1,Yes
ID_338,66,110.3930638722582,1994.6435645159115,One year,No,Bank transfer,No,0,No
ID_339,45,68.24532838933189,3481.277154498168,Two year,DSL,Mailed check,No,0,No
ID_340,9,29.964105150269575,2289.860706313892,Month-to-month,No,Credit card,Yes,1,Yes
ID_341,19,65.63842349651681,2307.1503189464925,Two year,No,Bank transfer,Yes,0,Yes
ID_342,69,68.41101734631664,7794.124646388937,One year,Fiber optic,Bank transfer,No,1,No
ID_343,29,100.9006180641521,498.0858749531491,Two year,No,Mailed check,No,1,No
ID_344,36,27.56972006668021,3023.0488796367686,One year,No,Credit card,Yes,1,No
ID_345,19,28.76840101162731,6249.9056096172735,One year,DSL,Credit card,No,0,Yes
ID_346,46,54.857418148817096,7624.252826192025,Two year,No,Electronic check,No,0,No
ID_347,14,31.63363349595827,4947.847401617726,One year,No,Mailed check,No,0,Yes
ID_348,20,56.35422590289637,6658.092105930436,Month-to-month,DSL,Mailed check,Yes,1,No
ID_349,54,84.5684571469043,6431.755543223748,Month-to-month,DSL,Electronic check,No,0,Yes
ID_350,30,50.21093015383101,6175.837834044707,Two year,No,Mailed check,No,0,Yes
ID_351,46,29.847177657844675,5605.70407879773,One year,No,Electronic check,No,1,No
ID_352,60,66.5533760828144,536.4763405761823,One year,No,Bank transfer,Yes,1,No
ID_353,7,79.9893763474321,4117.417332357927,One year,No,Credit card,No,0,Yes
ID_354,3,82.29846093181823,2935.800397928465,Month-to-month,DSL,Credit card,No,0,Yes
ID_355,12,83.75040773083603,3849.51695050783,Month-to-month,DSL,Mailed check,No,1,Yes
ID_356,69,38.86400013445082,2261.767117404483,Two year,No,Mailed check,No,1,Yes
ID_357,54,25.14321498398754,6468.907544337764,Month-to-month,DSL,Bank transfer,Yes,1,No
ID_358,26,66.93054188355447,551.8432853324381,Month-to-month,DSL,Credit card,Yes,0,Yes
ID_359,21,34.01994510345074,4093.427434888861,Month-to-month,DSL,Electronic check,Yes,1,No
ID_360,63,56.12024030615907,5882.691002020072,Two year,DSL,Electronic check,Yes,1,No
ID_361,46,100.86338742465897,4194.145713104473,Month-to-month,DSL,Mailed check,No,1,No
ID_362,44,107.11453545109758,7233.127295304689,One year,DSL,Credit card,Yes,1,No
ID_363,38,99.21819172434584,4340.535894833667,Two year,Fiber optic,Mailed check,Yes,1,No
ID_364,70,39.36951072245955,2914.0816032060848,Two year,Fiber optic,Credit card,Yes,1,Yes
ID_365,62,44.535814165167146,3532.5357252541107,One year,Fiber optic,Bank transfer,No,0,No
ID_366,18,37.951540240217646,5686.937239764621,One year,DSL,Electronic check,Yes,0,Yes
ID_367,35,62.3808492300597,6188.2676400656665,Two year,No,Credit card,No,1,No
ID_368,27,38.837671490748335,7863.09529472857,Two year,No,Credit card,No,0,No
ID_369,24,88.48154149954641,206.90004920437784,One year,DSL,Mailed check,No,0,No
ID_370,61,113.4027843751636,4108.336573453997,Month-to-month,Fiber optic,Electronic check,No,0,No
ID_371,24,62.09934628807396,38.24205682398112,One year,No,Credit card,Yes,1,No
ID_372,15,95.95745817030473,1971.3507731328705,One year,DSL,Mailed check,No,0,Yes
ID_373,1,85.85278637083725,7683.848213782967,One year,No,Credit card,Yes,1,No
ID_374,51,22.19115215429332,250.40012164500135,Month-to-month,No,Credit card,Yes,0,No
ID_375,3,62.6091551507613,5965.490782533017,Month-to-month,No,Bank transfer,No,0,No
ID_376,28,79.20731269021955,60.066892940175705,One year,DSL,Electronic check,No,1,Yes
ID_377,6,63.543993329495514,961.9428509072751,Month-to-month,Fiber optic,Credit card,No,0,No
ID_378,41,61.140678086824856,1831.130630782125,One year,No,Credit card,Yes,0,No
ID_379,26,54.44762272856852,2033.8284152028502,One year,Fiber optic,Electronic check,No,0,No
ID_380,10,24.255220228372913,3123.8242332252153,Month-to-month,DSL,Bank transfer,No,1,No
ID_381,65,110.70863656656061,5770.619358587303,Two year,DSL,Mailed check,No,0,No
ID_382,40,85.4565320003949,6835.374826069462,Two year,No,Mailed check,Yes,1,No
ID_383,4,22.206859652142,3101.6353390789777,One year,DSL,Mailed check,Yes,1,No
ID_384,63,26.298342917892718,3329.494328235288,Month-to-month,DSL,Credit card,No,1,Yes
ID_385,39,33.25317201101882,2649.652182717181,Month-to-month,Fiber optic,Bank transfer,Yes,1,Yes
ID_386,17,96.01051021812275,7776.03284341491,Month-to-month,No,Credit card,Yes,1,No
ID_387,6,38.93595555213882,3406.0421824873497,Month-to-month,No,Credit card,No,1,Yes
ID_388,34,62.47342350011928,1364.2975316896361,Two year,Fiber optic,Bank transfer,Yes,0,No
ID_389,4,87.36102054109455,7175.287823382495,One year,Fiber optic,Electronic check,No,0,Yes
ID_390,50,83.14698007741067,2077.1524747995536,One year,DSL,Credit card,Yes,0,No
ID_391,28,113.31133014932516,6994.610281047429,Month-to-month,No,Credit card,Yes,0,No
ID_392,67,85.12832135600028,3962.263339764057,One year,Fiber optic,Credit card,Yes,1,No
ID_393,3,43.8592599559717,7095.52367479687,Month-to-month,No,Mailed check,Yes,0,No
ID_394,4,35.654714237839585,3097.41342084026,Month-to-month,DSL,Credit card,Yes,0,No
ID_395,50,94.68206322157388,337.62852591443203,Two year,DSL,Credit card,No,0,No
ID_396,49,113.82848516088266,689.4211178173801,Two year,DSL,Credit card,No,1,No
ID_397,3,117.00228679226551,927.6800852233368,Month-to-month,Fiber optic,Mailed check,No,1,Yes
ID_398,63,103.43159170662685,7681.467678688052,Two year,No,Bank transfer,Yes,1,No
ID_399,58,78.56686739335242,5507.055073278451,Two year,Fiber optic,Credit card,Yes,1,No
ID_400,69,49.28683658632029,519.4954058594708,Month-to-month,No,Electronic check,Yes,0,Yes
ID_401,44,56.31195255861102,4595.8843794773275,One year,DSL,Mailed check,Yes,1,No
ID_402,39,45.176837534563276,1156.8132344932676,Two year,Fiber optic,Electronic check,Yes,0,No
ID_403,69,100.44487717218458,6221.128877792636,One year,Fiber optic,Mailed check,No,0,No
ID_404,36,65.76565147984863,6492.923485406051,Two year,Fiber optic,Credit card,Yes,1,No
ID_405,9,54.28754740739151,2229.3590273780333,Month-to-month,Fiber optic,Mailed check,No,0,No
ID_406,26,23.25099212551724,5562.895408845681,Month-to-month,DSL,Bank transfer,Yes,0,Yes
ID_407,26,21.458901251241894,5052.806995320883,Two year,No,Credit card,Yes,0,No
ID_408,68,119.10943215357393,7930.496968522131,Two year,DSL,Credit card,Yes,1,No
ID_409,37,26.909206564951432,5604.705853541453,One year,No,Bank transfer,No,1,No
ID_410,46,81.74989491728954,4481.514964607003,Two year,DSL,Bank transfer,Yes,0,No
ID_411,13,27.002912197545818,1050.7377394611144,Two year,Fiber optic,Electronic check,No,1,No
ID_412,29,118.28234851092232,2769.6838523040647,One year,No,Electronic check,Yes,1,Yes
ID_413,36,115.07443936744082,6776.419529061049,Month-to-month,No,Bank transfer,No,0,No
ID_414,66,28.70956128465661,4814.736614113182,One year,DSL,Mailed check,No,0,Yes
ID_415,38,108.17713066093683,7139.034809300801,Month-to-month,DSL,Electronic check,No,1,No
ID_416,68,43.71920900711023,1996.3301017896583,Month-to-month,Fiber optic,Bank transfer,No,0,Yes
ID_417,50,58.77483293354299,7964.813527920864,One year,Fiber optic,Electronic check,No,1,No
ID_418,17,113.6984570332407,3221.873685787879,Two year,No,Credit card,No,0,Yes
ID_419,65,80.64415792514406,5837.104175335799,One year,Fiber optic,Mailed check,No,0,Yes
ID_420,67,32.657655944424086,1155.5359583354484,One year,No,Mailed check,Yes,0,No
ID_421,71,86.61222255740584,4493.252409807673,Two year,Fiber optic,Bank transfer,No,1,No
ID_422,32,34.52750509029579,7796.5172128805525,Two year,No,Bank transfer,No,0,No
ID_423,22,54.90539862176496,7852.4146786526935,Two year,No,Mailed check,Yes,0,No
ID_424,33,68.28251683472516,3990.2194396867167,One year,DSL,Bank transfer,No,0,Yes
ID_425,42,56.8581370762375,754.8989083895877,One year,Fiber optic,Electronic check,No,1,No
ID_426,47,20.1908585909575,2184.4817387385315,One year,No,Credit card,No,0,No
ID_427,10,96.65155745620015,6019.972473267996,Month-to-month,No,Credit card,Yes,0,No
ID_428,40,78.26443638287819,2683.5759052523254,One year,Fiber optic,Electronic check,Yes,0,No
ID_429,37,63.78295963337043,2208.6030378293835,One year,No,Mailed check,Yes,1,No
ID_430,19,103.35852573821688,7480.153726510279,One year,DSL,Electronic check,Yes,0,No
ID_431,57,87.98775709918891,4240.836421484295,One year,No,Bank transfer,Yes,0,Yes
ID_432,45,100.00068888727283,3430.324126891202,Two year,No,Credit card,Yes,1,Yes
ID_433,64,99.07243381100348,2717.304345180526,One year,DSL,Bank transfer,Yes,0,Yes
ID_434,34,25.023510547150103,7742.6535474546845,One year,DSL,Electronic check,Yes,0,No
ID_435,27,84.87625692346376,6834.404457977543,Month-to-month,DSL,Bank transfer,Yes,1,No
ID_436,12,90.54840217874546,7280.098845350338,Month-to-month,DSL,Mailed check,No,1,Yes
ID_437,30,99.34518463288424,5561.375709126132,One year,DSL,Credit card,No,1,No
ID_438,41,111.80669458535709,565.0682667715542,Month-to-month,Fiber optic,Credit card,No,0,Yes
ID_439,3,41.946784657063134,5955.0410261996385,Month-to-month,DSL,Mailed check,Yes,0,Yes
ID_440,49,49.88222565025872,6247.935181743696,One year,Fiber optic,Mailed check,No,0,Yes
ID_441,58,41.4500633628277,7749.877471762427,Month-to-month,Fiber optic,Electronic check,Yes,1,No
ID_442,68,94.80998612005327,729.0480595350857,Month-to-month,Fiber optic,Bank transfer,Yes,1,Yes
ID_443,18,43.82789319187067,3377.6040693241935,Two year,DSL,Bank transfer,Yes,0,No
ID_444,18,36.8122170698078,831.2316039292217,One year,No,Bank transfer,No,0,No
ID_445,68,85.16298110324912,7158.475698980529,Month-to-month,No,Electronic check,Yes,1,No
ID_446,59,41.95886710690343,7043.058364576269,Month-to-month,Fiber optic,Bank transfer,No,0,No
ID_447,61,50.39512453808683,2695.5588013906286,Month-to-month,Fiber optic,Mailed check,Yes,0,No
ID_448,57,102.96628944901539,7069.02487411467,Month-to-month,No,Bank transfer,Yes,0,Yes
ID_449,17,111.00336469001235,1049.306907135305,Month-to-month,No,Electronic check,Yes,0,No
ID_450,15,96.65645234577443,7005.716878803651,Month-to-month,No,Credit card,Yes,0,No
ID_451,32,67.66999599654986,1975.2646202966775,One year,DSL,Electronic check,Yes,0,No
ID_452,14,110.86626074621607,1216.9724834407004,Month-to-month,Fiber optic,Electronic check,Yes,0,Yes
ID_453,53,75.50280502065795,6765.007294749923,One year,Fiber optic,Electronic check,No,1,Yes
ID_454,61,97.83346140018953,2028.7420262690448,One year,Fiber optic,Mailed check,No,1,Yes
ID_455,59,81.12202785768875,3863.0976082481307,Two year,No,Bank transfer,No,0,No
ID_456,34,61.01055144878109,953.1895834185284,One year,Fiber optic,Credit card,Yes,0,No
ID_457,16,89.87124691451915,6865.219116325081,Month-to-month,Fiber optic,Bank transfer,No,0,No
ID_458,21,70.13429477287653,6991.8992512554205,Month-to-month,Fiber optic,Bank transfer,Yes,0,No
ID_459,52,32.30608742919719,162.14333902862472,Month-to-month,No,Bank transfer,Yes,1,Yes
ID_460,36,79.6167583290352,5329.6659336814,Two year,No,Credit card,Yes,0,Yes
ID_461,63,75.93419438364478,5499.225896892947,Month-to-month,No,Credit card,Yes,0,No
ID_462,7,25.617261385051698,1510.2343005110295,Two year,Fiber optic,Mailed check,No,1,No
ID_463,46,44.450570751426916,4541.647081936978,One year,DSL,Credit card,No,1,No
ID_464,20,92.6000654952682,1878.1535349383678,One year,Fiber optic,Credit card,Yes,1,No
ID_465,7,31.650368744453832,1274.79376538457,Month-to-month,No,Credit card,Yes,0,Yes
ID_466,52,61.366220266063316,5315.245007846821,One year,Fiber optic,Electronic check,No,0,No
ID_467,3,86.19701382485695,4355.266652383527,One year,DSL,Bank transfer,No,1,No
ID_468,46,104.61111161742716,239.7045075329202,Two year,No,Mailed check,No,0,No
ID_469,7,36.71168651516477,6202.415573941289,Two year,DSL,Electronic check,No,0,Yes
ID_470,30,89.53829984060351,4996.514642887765,Two year,DSL,Bank transfer,Yes,0,No
ID_471,14,110.28634539239796,6418.623093592829,One year,No,Bank transfer,Yes,0,No
ID_472,3,111.0789674229358,5351.489276372698,Month-to-month,Fiber optic,Mailed check,No,0,No
ID_473,61,86.49115742777002,2426.459773256292,Two year,Fiber optic,Credit card,Yes,0,Yes
ID_474,17,118.64505481226425,466.75641763781255,Two year,DSL,Credit card,No,0,No
ID_475,60,72.71176868276885,4738.5286082949115,Month-to-month,Fiber optic,Electronic check,No,1,Yes
ID_476,62,43.043608336219556,2210.435122167315,One year,Fiber optic,Electronic check,Yes,0,Yes
ID_477,9,97.17783671942313,2098.435948985811,One year,No,Bank transfer,No,0,Yes
ID_478,22,112.3589379662569,4472.193811683831,Month-to-month,DSL,Bank transfer,Yes,0,No
ID_479,41,67.78227369783352,3720.941119355298,One year,No,Credit card,Yes,0,Yes
ID_480,56,97.93706217077263,119.31702166140201,Two year,No,Electronic check,Yes,1,Yes
ID_481,63,110.78517250229436,6369.893908991764,Month-to-month,No,Mailed check,No,1,No
ID_482,2,41.686890292936965,868.8419353550967,Two year,DSL,Electronic check,No,1,No
ID_483,14,95.38879244921478,7619.285960206515,Two year,Fiber optic,Bank transfer,Yes,1,Yes
ID_484,68,95.4410148280426,7695.604857480604,One year,Fiber optic,Bank transfer,Yes,1,No
ID_485,14,102.32989330049078,1630.9282054286762,One year,DSL,Electronic check,Yes,1,No
ID_486,9,75.70574434605001,6116.46019567311,Month-to-month,DSL,Credit card,No,0,No
ID_487,13,41.32158444470819,807.6491109187385,Two year,Fiber optic,Credit card,No,0,No
ID_488,30,33.37965644479344,2710.5826035102177,Month-to-month,Fiber optic,Credit card,Yes,1,Yes
ID_489,27,116.29147074715164,4338.3930266033285,Two year,DSL,Credit card,No,0,Yes
ID_490,17,70.47048541675716,5645.327575426314,Month-to-month,DSL,Mailed check,No,0,No
ID_491,23,75.62094848225249,7897.23546811777,One year,DSL,Mailed check,Yes,1,No
ID_492,44,60.75806565397006,5011.541562469711,One year,DSL,Bank transfer,Yes,1,Yes
ID_493,43,28.231466414098943,5095.053185363409,One year,Fiber optic,Credit card,No,1,Yes
ID_494,52,48.96846718219884,2925.459958833834,Month-to-month,DSL,Bank transfer,No,1,Yes
ID_495,4,106.23529253121515,4212.313826325068,One year,Fiber optic,Credit card,No,1,No
ID_496,58,82.79518519365912,6584.647968601089,One year,No,Bank transfer,No,0,Yes
ID_497,7,78.24110215924819,3945.6540984107614,One year,DSL,Mailed check,No,1,Yes
ID_498,65,60.3231122313141,710.6223551042315,Month-to-month,DSL,Electronic check,No,1,No
ID_499,49,72.76744180767845,250.3352196298755,Two year,Fiber optic,Electronic check,No,0,Yes
ID_500,24,54.775046292067515,1075.5197424872977,One year,No,Credit card,Yes,0,No
ID_501,11,28.867626202469925,5764.945120550356,Two year,DSL,Credit card,Yes,1,No
ID_502,46,65.88054720374545,4133.594341910698,Two year,No,Electronic check,Yes,1,Yes
ID_503,66,88.84861633291456,3806.902040641443,Month-to-month,DSL,Credit card,No,1,No
ID_504,26,110.92690152973563,1047.5554040163534,One year,No,Credit card,Yes,1,No
ID_505,26,21.46088385380938,4125.858553752755,Two year,DSL,Credit card,Yes,1,No
ID_506,35,107.34381851211529,88.13452254713553,Two year,Fiber optic,Mailed check,Yes,1,No
ID_507,36,32.587614093018914,3492.527296254964,Two year,DSL,Electronic check,Yes,0,Yes
ID_508,35,87.1409980769166,7530.703272364571,One year,Fiber optic,Electronic check,Yes,0,Yes
ID_509,43,65.21919151715178,4996.565900438494,One year,DSL,Credit card,Yes,0,Yes
ID_510,9,98.00596867420275,1743.6407082787039,Month-to-month,DSL,Bank transfer,Yes,1,No
ID_511,17,91.4760749840109,1923.7450983420752,Month-to-month,No,Credit card,No,0,No
ID_512,65,100.02934364260102,4910.191202436768,Month-to-month,No,Credit card,Yes,1,No
ID_513,3,73.43688570406323,5087.369124237859,One year,DSL,Credit card,Yes,0,No
ID_514,35,78.22515241435786,3737.594872863541,Two year,Fiber optic,Bank transfer,No,0,No
ID_515,50,38.56182420991096,4532.001053838052,One year,DSL,Electronic check,No,1,No
ID_516,17,26.704292934422075,6894.031421986205,One year,Fiber optic,Bank transfer,Yes,0,No
ID_517,43,119.35023208756367,3962.8040850759844,Two year,No,Electronic check,No,1,No
ID_518,3,72.54610453683428,568.6585155882625,One year,DSL,Mailed check,Yes,1,Yes
ID_519,24,80.59792790135063,2123.459717584547,One year,No,Mailed check,Yes,0,No
ID_520,7,92.25390562436729,6514.530819713933,Two year,No,Credit card,No,1,No
ID_521,28,89.01665720125517,1516.002573149061,One year,Fiber optic,Electronic check,No,1,No
ID_522,52,88.21051209803544,145.34944007670708,Two year,No,Electronic check,No,1,No
ID_523,34,93.28299442393073,565.6197054211698,Month-to-month,DSL,Bank transfer,Yes,0,No
ID_524,1,55.27817721717027,6711.306796245921,One year,No,Bank transfer,No,1,Yes
ID_525,20,53.14204667550731,6394.510598191722,Two year,Fiber optic,Electronic check,No,0,Yes
ID_526,57,113.36131200387565,6981.987445850731,One year,No,Electronic check,No,0,No
ID_527,69,108.18100341361166,3468.1978038339607,Two year,DSL,Mailed check,No,1,Yes
ID_528,17,84.13870399973376,4441.788151248568,Two year,DSL,Electronic check,No,1,No
ID_529,9,51.36993420079156,6073.86512095183,One year,DSL,Credit card,Yes,1,Yes
ID_530,62,88.69390390371973,6859.733644558478,Month-to-month,No,Bank transfer,No,1,Yes
ID_531,9,43.63613264422312,1190.5141693043095,Month-to-month,DSL,Credit card,No,1,Yes
ID_532,65,50.04394167762395,6692.272701778899,One year,DSL,Electronic check,No,0,No
ID_533,46,98.12411718487593,5398.660427135335,Two year,No,Credit card,Yes,1,Yes
ID_534,10,26.258707782031834,5331.055875505685,One year,Fiber optic,Credit card,No,0,No
ID_535,48,108.81272479389591,1350.794414571175,Two year,Fiber optic,Electronic check,No,0,No
ID_536,6,45.833543827724625,4685.787457169287,One year,No,Mailed check,Yes,0,No
ID_537,66,25.37427915099835,2089.52251543121,One year,No,Bank transfer,No,0,No
ID_538,8,43.20174348403637,5247.102629431079,Two year,Fiber optic,Electronic check,Yes,0,No
ID_539,61,26.737800628085523,4911.302571655976,Month-to-month,No,Electronic check,No,0,No
ID_540,38,45.45368153605689,3487.743688166263,Two year,DSL,Bank transfer,No,1,Yes
ID_541,55,40.0390877378988,5628.162030902765,Two year,Fiber optic,Bank transfer,Yes,1,Yes
ID_542,66,90.83152863995856,7057.833074411131,Two year,DSL,Electronic check,Yes,0,Yes
ID_543,12,67.3548139302793,6697.856538688463,Two year,No,Mailed check,No,1,No
ID_544,10,55.934267847943005,4305.6668668754355,One year,Fiber optic,Electronic check,No,0,No
ID_545,71,103.06075208434602,4937.122280772411,One year,No,Credit card,No,0,No
ID_546,25,106.15259845867782,1807.1780052425509,Month-to-month,Fiber optic,Bank transfer,Yes,0,No
ID_547,70,82.87914905403818,449.7602627906456,Two year,DSL,Bank transfer,No,1,No
ID_548,35,95.95232651432198,1330.4621841310905,One year,No,Bank transfer,No,0,No
ID_549,19,96.8201619082322,7723.201998752215,Two year,DSL,Electronic check,No,0,No
ID_550,17,33.392951833741584,1019.8837661539284,One year,No,Mailed check,Yes,0,No
ID_551,24,94.51693809106902,511.14978423169913,Two year,Fiber optic,Bank transfer,Yes,0,Yes
ID_552,54,95.50395186713926,5998.2745387954,Two year,No,Mailed check,Yes,1,Yes
ID_553,26,27.06624129393052,4830.294436614443,Two year,No,Electronic check,No,0,No
ID_554,11,79.22464665684129,1734.6212110517397,One year,Fiber optic,Credit card,No,0,No
ID_555,71,92.94258237843256,593.6778845410565,One year,No,Credit card,No,1,No
ID_556,36,68.3773020493692,7659.909740984307,One year,DSL,Mailed check,Yes,1,No
ID_557,17,69.87714340930205,4781.339687905382,Month-to-month,Fiber optic,Bank transfer,Yes,0,No
ID_558,68,107.59141778702151,7680.378240245765,Month-to-month,Fiber optic,Credit card,No,1,No
ID_559,65,60.27729729455122,6110.397215048039,Two year,No,Mailed check,Yes,1,No
ID_560,46,45.55067053506499,2439.4046711471983,Two year,DSL,Credit card,No,0,No
ID_561,28,28.412158802499636,787.5917673240253,Two year,DSL,Bank transfer,Yes,1,Yes
ID_562,49,45.27543336159004,2826.023712447222,Two year,Fiber optic,Bank transfer,No,1,No
ID_563,68,101.64309845056759,2445.8157949324595,Month-to-month,DSL,Bank transfer,No,1,Yes
ID_564,15,109.45666388210583,1216.5708892029984,Two year,No,Mailed check,No,1,No
ID_565,18,76.5213166955106,4351.9856722864515,Month-to-month,Fiber optic,Electronic check,Yes,1,No
ID_566,65,70.15538459883328,3802.9461871847075,Month-to-month,Fiber optic,Credit card,No,1,No
ID_567,3,107.32504178029768,7649.008577995626,One year,No,Credit card,No,1,Yes
ID_568,11,42.04322679223371,247.4196449861838,Two year,DSL,Bank transfer,No,1,No
ID_569,24,100.57492093718179,2296.9082830233433,Two year,Fiber optic,Electronic check,No,0,No
ID_570,61,66.08590362668852,7811.6492088053965,Month-to-month,No,Electronic check,Yes,0,No
ID_571,43,62.50445265414277,6311.068073768814,Two year,DSL,Mailed check,Yes,0,No
ID_572,45,99.2514618921787,6022.589858772865,Two year,No,Bank transfer,No,1,No
ID_573,13,23.01913749311543,5865.84349420813,One year,Fiber optic,Mailed check,No,0,Yes
ID_574,53,81.44075671817035,6640.32329605307,Two year,DSL,Mailed check,No,1,No
ID_575,23,48.70304396702205,4562.359050924745,One year,Fiber optic,Credit card,Yes,0,No
ID_576,71,41.00265279125901,2525.0494575694534,Month-to-month,No,Credit card,Yes,0,No
ID_577,13,113.07183663174766,3899.930962442361,One year,DSL,Electronic check,No,0,No
ID_578,42,73.2279794181955,3532.1192071964033,One year,No,Electronic check,Yes,1,No
ID_579,41,22.776875604369387,6838.576415941076,Two year,No,Mailed check,No,1,No
ID_580,7,105.87047263087338,7226.9832768441665,Month-to-month,DSL,Bank transfer,Yes,0,No
ID_581,40,57.02368585626152,7665.332334923609,Two year,DSL,Bank transfer,No,1,No
ID_582,60,71.78811457613637,3614.8611084458616,One year,DSL,Electronic check,No,1,No
ID_583,5,59.40967788706384,3262.7779030105307,One year,No,Credit card,No,0,No
ID_584,56,22.416979210325554,2331.5063953332833,Month-to-month,DSL,Bank transfer,No,0,No
ID_585,68,110.56138104353863,7031.997233920459,One year,No,Credit card,Yes,1,No
ID_586,11,48.37418773965891,5498.589454447278,Two year,Fiber optic,Electronic check,Yes,1,No
ID_587,44,22.919520194573465,1164.7510257339466,Two year,Fiber optic,Mailed check,No,1,No
ID_588,25,50.81516192990189,3524.225071722513,Month-to-month,DSL,Mailed check,Yes,1,No
ID_589,12,93.17709282072661,7131.482755204359,Two year,Fiber optic,Mailed check,No,0,No
ID_590,66,43.719563333984155,2095.459496066772,Two year,No,Electronic check,No,0,Yes
ID_591,51,43.32670707305231,3431.9704857349866,Two year,No,Mailed check,Yes,0,No
ID_592,28,93.59610543972433,5507.3470753491365,Two year,DSL,Bank transfer,Yes,0,No
ID_593,51,85.01046069754032,6583.6368835707435,Month-to-month,DSL,Electronic check,No,0,No
ID_594,38,34.77343614115041,3048.557302900827,Two year,No,Bank transfer,Yes,1,Yes
ID_595,44,91.86058498936852,2008.4131520256647,Two year,DSL,Bank transfer,No,0,No
ID_596,51,66.37456995765356,610.2381068259256,Month-to-month,No,Credit card,No,1,No
ID_597,54,37.540970120115176,6705.313189043817,Two year,No,Bank transfer,Yes,1,Yes
ID_598,63,60.551314292100514,6011.334388249098,Two year,DSL,Credit card,No,1,No
ID_599,67,33.55843738164326,1446.4071260673188,Month-to-month,Fiber optic,Credit card,Yes,1,No
ID_600,1,33.43965538965087,1906.252550996629,Month-to-month,DSL,Mailed check,Yes,1,Yes
ID_601,1,65.6878290012661,3167.169536717997,Two year,Fiber optic,Bank transfer,Yes,1,No
ID_602,71,53.120639333659085,3903.3762306881704,Two year,DSL,Electronic check,Yes,0,Yes
ID_603,2,113.45795764258418,1945.970984979542,Month-to-month,No,Electronic check,Yes,0,Yes
ID_604,8,110.9608335289872,4300.547976741068,Two year,No,Bank transfer,No,0,No
ID_605,1,50.05488852615956,268.9771847014759,One year,Fiber optic,Mailed check,Yes,1,Yes
